raw_row_number,date,time,location,lat,lng,district,subject_age,subject_race,subject_sex,officer_id_hash,department_name,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
3027,2014-02-15,08:37:00,45 WYLLYS ST,41.755774200000005,-72.67426859999998,SHELDON-CHARTER OAK,56,hispanic,male,d3be705adb,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,M
3026,2014-02-15,20:38:00,26 York St,41.75730950000001,-72.6933208,FROG HOLLOW,26,hispanic,male,3013a5919f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,H,O,V
3028,2014-02-16,01:12:00,WASHINGTON AT VERNON,41.75142659999999,-72.68307879999998,SOUTH GREEN,38,hispanic,female,3b4d309830,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,V
3029,2014-02-16,21:15:00,Main St @ Beldon St,41.775397999999996,-72.6766488,CLAY-ARSENAL,59,hispanic,male,29a8b99bac,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,U
3030,2014-02-16,23:44:00,3250 Main St,41.79577099999999,-72.6630445,NORTHEAST,24,black,male,39759f10a9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Equipment Violation,B,N,O,I
3032,2014-02-17,10:40:00,Walnut St @ High St,41.7713746,-72.67867609999998,DOWNTOWN,36,white,female,bfd95da21a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,I
3034,2014-02-17,11:09:00,340 Frankilin Ave,41.74089779999999,-72.6759823,SOUTH END,52,hispanic,male,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Seatbelt,W,H,O,V
3033,2014-02-17,11:56:00,450 Main St,41.7613805,-72.6734969,DOWNTOWN,55,white,female,cc6f7759bc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,N,O,V
3035,2014-02-17,12:06:00,Main St @ Windsor St,41.792064,-72.66872790000001,NORTHEAST,48,black,male,c9e01c5261,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,B,N,O,I
3031,2014-02-17,13:48:00,Airport Rd @ Wethersfield Ave,41.7376667,-72.67123370000002,SOUTH END,34,black,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Other,B,N,O,V
3037,2014-02-18,02:23:00,PARK ST AT LAWRENCE ST,41.7580717,-72.6880521,FROG HOLLOW,48,hispanic,male,b3f44c20b4,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Defective Lights,W,H,N,I
3041,2014-02-18,16:08:00,Trumbull St @ Pratt St,41.7677987,-72.67549629999998,DOWNTOWN,53,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,N,O,I
3040,2014-02-18,16:17:00,Main St @ Pleasent St,41.771745700000004,-72.6755955,DOWNTOWN,31,hispanic,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,H,O,U
3036,2014-02-18,16:50:00,Jefferson St @ Broad St,41.755316,-72.68706259999998,FROG HOLLOW,31,hispanic,male,452a6b6b2d,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,TRUE,probable cause,Display of Plates,W,H,O,M
3039,2014-02-18,17:20:00,PARK ST @ LAWRENCE ST,41.7580717,-72.6880521,FROG HOLLOW,40,white,male,1a781099e9,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,TRUE,probable cause,Defective Lights,W,N,O,V
3038,2014-02-18,21:10:00,FARMINGTON AVE @ OXFORD ST,41.7659138,-72.7136072,WEST END,27,white,male,d7407eba64,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,V
3050,2014-02-19,08:20:00,Sigourney St @ Farmington Ave,41.7678218,-72.69378689999998,ASYLUM HILL,60,black,male,a223b081a1,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,B,N,O,I
3049,2014-02-19,08:53:00,Huyshope Ave @ Sequasesen St,41.756414500000005,-72.66520299999998,SHELDON-CHARTER OAK,50,white,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Stop Sign,W,N,O,V
3054,2014-02-19,09:07:00,COLUMBUS AT KIMSLEY,41.766703,-72.66945679999998,DOWNTOWN,55,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,I
3046,2014-02-19,09:26:00,Wyllys St @ Charter Oak Pl.,41.7564216,-72.6736178,SHELDON-CHARTER OAK,52,white,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,I
3047,2014-02-19,09:40:00,300 WETHERSFIELD,41.7478495,-72.6729522,BARRY SQUARE,53,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,I
3045,2014-02-19,09:43:00,21 Charter Oak Pl.,41.7578414,-72.6733917,SHELDON-CHARTER OAK,25,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Defective Lights,W,H,O,V
3055,2014-02-19,09:57:00,54 South Prospect St,41.7605315,-72.67340759999998,SHELDON-CHARTER OAK,33,white,male,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,N,O,W
3051,2014-02-19,10:07:00,100 Columbus Blvd,41.762629700000005,-72.6679638,DOWNTOWN,45,white,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Defective Lights,W,N,O,W
3044,2014-02-19,10:34:00,21 Charter Oak Ave,41.7592085,-72.67438409999998,SHELDON-CHARTER OAK,22,hispanic,male,64c45ad59f,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,H,O,U
3052,2014-02-19,11:18:00,156 WESTLAND,41.790681400000004,-72.67879169999998,NORTHEAST,65,white,female,47d3cb2a78,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
3043,2014-02-19,12:24:00,209 CAPEN ST,41.785782899999994,-72.68269790000001,NORTHEAST,47,black,male,a3c5e74ce1,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
3048,2014-02-19,14:59:00,CROMWELL AT FRANKLIN,41.730225,-72.6741392,SOUTH END,42,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
3042,2014-02-19,16:20:00,russ at lawrence st,41.7615638,-72.68794790000001,FROG HOLLOW,21,hispanic,male,452a6b6b2d,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,TRUE,probable cause,Display of Plates,W,H,O,M
3053,2014-02-19,16:55:00,MAIN ST AT PARK ST,41.7570961,-72.67579520000001,SOUTH GREEN,65,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
3063,2014-02-20,03:10:00,New Britain Ave @ Newington Ave,41.7329227,-72.7064168,SOUTH WEST,27,hispanic,male,336cf207a7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,W,H,O,I
3069,2014-02-20,04:45:00,Broad St @ Jefferson St,41.755316,-72.68706259999998,FROG HOLLOW,43,hispanic,male,ed0bfbd4f9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Stop Sign,W,H,O,I
3060,2014-02-20,10:58:00,WYLLYS AT LISBON ST,41.756758399999995,-72.6723983,SHELDON-CHARTER OAK,27,black,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Window Tint,B,N,N,M
3056,2014-02-20,11:40:00,Boyce Barlow St @ Windsor St,NA,NA,NA,22,black,female,7ba38165aa,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,B,N,O,V
3066,2014-02-20,11:58:00,CHARTER OAK AT SOUTH PROSPECT,41.7594451,-72.67372490000001,SHELDON-CHARTER OAK,46,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,B,N,N,I
3067,2014-02-20,12:25:00,Capitol Ave @ Broad St,41.763667600000005,-72.6866503,DOWNTOWN,57,white,male,c3bbc5be23,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,V
3061,2014-02-20,12:34:00,FRANKLIN AT WARNER ST,41.74632340000001,-72.6769285,BARRY SQUARE,23,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Moving Violation,W,H,N,M
3059,2014-02-20,12:50:00,FRANKLIN AT MAPLE AV,41.752342600000006,-72.6779989,BARRY SQUARE,25,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Moving Violation,W,H,N,M
3064,2014-02-20,13:06:00,300 Albany Ave,41.7766836,-72.68171699999998,CLAY-ARSENAL,57,black,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Seatbelt,B,N,O,I
3065,2014-02-20,13:37:00,MARKET ST @ TRUMBULL ST,41.7706914,-72.6709824,DOWNTOWN,29,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Window Tint,W,H,O,I
3068,2014-02-20,13:50:00,Sequassen St @ Huyshope Ave,41.756414500000005,-72.66520299999998,SHELDON-CHARTER OAK,42,white,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Stop Sign,W,N,O,V
3070,2014-02-20,14:01:00,300 Locust St,41.740609,-72.6656612,SOUTH MEADOWS,25,hispanic,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,H,O,I
3062,2014-02-20,16:24:00,110 AIRPORT,41.7387542,-72.6661623,SOUTH MEADOWS,33,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
3058,2014-02-20,17:10:00,LINNMOORE AT ROGER ST,41.732189399999996,-72.69976,SOUTH WEST,37,hispanic,male,b786a3506c,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
3071,2014-02-20,22:20:00,GARDEN AT ALBANY,41.777888899999994,-72.6855838,CLAY-ARSENAL,63,black,female,c12f154a2e,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
3057,2014-02-20,22:57:00,ALLYN AT HIGH,41.7686386,-72.6801622,DOWNTOWN,26,black,male,e386753b3e,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Moving Violation,B,N,N,V
3078,2014-02-21,00:16:00,AFFLECT AT ALLEN PL,41.752252,-72.6891552,FROG HOLLOW,25,white,male,b3f44c20b4,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Defective Lights,W,N,N,V
3076,2014-02-21,03:40:00,BETHEL AT FD OATS,41.7819865,-72.6791926,NORTHEAST,54,black,male,39759f10a9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Defective Lights,B,N,N,I
3081,2014-02-21,09:00:00,I91 N @ Exit 33,41.747799,-72.69045770000001,BARRY SQUARE,60,white,female,c3bbc5be23,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,W,N,O,I
3072,2014-02-21,10:10:00,High St between Main St / Walnut St,41.7916765,-72.6697416,NORTHEAST,18,white,female,c3bbc5be23,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,N,O,I
3083,2014-02-21,10:46:00,FLATBUSH AT ZION,41.7448028,-72.6941215,BEHIND THE ROCKS,72,hispanic,female,db1a7b0270,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,W
3080,2014-02-21,14:03:00,2099 MAIN ST,41.7834396,-72.67563790000001,NORTHEAST,46,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Defective Lights,W,H,N,I
3074,2014-02-21,15:50:00,161 WASHINGTON ST,41.75749570000001,-72.68302849999998,FROG HOLLOW,22,black,male,ce747410a8,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Window Tint,B,N,N,W
3073,2014-02-21,16:44:00,NEW BRITAIN AT WASHINTON,41.7473563,-72.68326259999998,BARRY SQUARE,54,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,I
3079,2014-02-21,20:39:00,110 BARBOUR ST,41.7883363,-72.678698,NORTHEAST,70,black,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,NA,FALSE,FALSE,NA,Other,B,N,N,M
3082,2014-02-21,20:50:00,170 BABCOCK ST,41.7591093,-72.6892651,FROG HOLLOW,21,hispanic,male,47ffb9f252,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Seatbelt,W,H,N,I
3075,2014-02-21,21:30:00,64 JEFFERSON ST,41.755752799999996,-72.6788878,SOUTH GREEN,24,hispanic,male,47ffb9f252,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,TRUE,TRUE,TRUE,probable cause,Seatbelt,W,H,O,M
3077,2014-02-21,23:14:00,Main St @ Weston St,41.766219,-72.6738298,DOWNTOWN,24,hispanic,female,7ba38165aa,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,H,O,V
3085,2014-02-22,00:30:00,LINNMOORE AT ROGER,41.732189399999996,-72.69976,SOUTH WEST,28,hispanic,male,b786a3506c,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
3084,2014-02-22,19:21:00,399 Zion St,41.7522749,-72.69396739999998,BEHIND THE ROCKS,38,hispanic,female,d83c8ba318,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Other,W,H,O,V
3086,2014-02-23,23:49:00,Park St @ Park St,41.7581955,-72.6939692,FROG HOLLOW,29,black,female,b4f8d33a43,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Stop Sign,B,N,O,V
3102,2014-02-24,05:09:00,6 IRVING ST,41.776069,-72.68722430000003,CLAY-ARSENAL,46,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
3095,2014-02-24,05:27:00,244 CAPEN ST,41.78630709999999,-72.684007,NORTHEAST,38,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
3119,2014-02-24,08:07:00,157 Wyllys St,41.7580116,-72.6696285,SHELDON-CHARTER OAK,33,black,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,B,N,O,V
3105,2014-02-24,08:17:00,34 Sequassen St,41.756899100000005,-72.6653309,SHELDON-CHARTER OAK,24,hispanic,male,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Stop Sign,W,H,O,V
3108,2014-02-24,08:24:00,110 walnut st,41.773133200000004,-72.68187440000001,CLAY-ARSENAL,26,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,B,N,N,M
3122,2014-02-24,08:47:00,300 Sheldon St,41.760749,-72.66897990000001,SHELDON-CHARTER OAK,32,black,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,B,N,O,W
3110,2014-02-24,09:03:00,214 PARK TER,41.756301799999996,-72.69377929999999,FROG HOLLOW,21,black,male,165eb6a70e,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Display of Plates,B,N,N,I
3115,2014-02-24,09:14:00,122 VINE ST,41.783286,-72.687894,UPPER ALBANY,44,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
3103,2014-02-24,09:37:00,450 Main St,41.7613805,-72.6734969,DOWNTOWN,22,black,male,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,B,N,O,W
3125,2014-02-24,09:51:00,1630 MAIN ST,41.776697,-72.6764458,CLAY-ARSENAL,36,white,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,W,N,N,M
3094,2014-02-24,10:08:00,1994 MAIN ST,41.781813,-72.675585,CLAY-ARSENAL,46,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,W,H,N,I
3121,2014-02-24,10:21:00,33 wethersfield,41.754856700000005,-72.6751179,SOUTH GREEN,24,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,B,N,N,M
3088,2014-02-24,10:44:00,JEFFERSON AT HUDSON ST,41.7554045,-72.67910309999998,SOUTH GREEN,56,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
3100,2014-02-24,11:10:00,WESTON AT JENNINGS,41.7889336,-72.6622053,NORTH MEADOWS,36,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
3117,2014-02-24,11:18:00,150 WESTON ST,41.7905281,-72.6604991,NORTH MEADOWS,25,asian/pacific islander,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Moving Violation,A,N,N,I
3123,2014-02-24,11:35:00,800 ALBANY AV,41.7800717,-72.6897046,UPPER ALBANY,19,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,H,N,M
3112,2014-02-24,11:54:00,11 ASYLUM,41.7664169,-72.67342169999998,DOWNTOWN,49,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,B,N,N,I
3106,2014-02-24,12:03:00,750 Main St,41.765488899999994,-72.67301040000001,DOWNTOWN,46,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
3118,2014-02-24,12:10:00,249 Albany Ave,41.776340399999995,-72.6807094,CLAY-ARSENAL,57,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
3087,2014-02-24,12:25:00,SHELDON AT PROSPECT,41.761511,-72.67313100000001,SHELDON-CHARTER OAK,32,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Defective Lights,W,H,N,I
3116,2014-02-24,12:38:00,ALBANY AVE @ EDWARDS ST,41.776269799999994,-72.680584,CLAY-ARSENAL,51,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
3091,2014-02-24,12:45:00,Tower Ave @ Hampton St,41.7976178,-72.6704293,NORTHEAST,24,hispanic,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,M
3093,2014-02-24,12:50:00,1557 ALBANY AV,41.784714,-72.7053215,BLUE HILLS,24,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
3092,2014-02-24,13:00:00,LINNMOORE AT ROGER,41.732189399999996,-72.69976,SOUTH WEST,24,hispanic,male,b786a3506c,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,W
3099,2014-02-24,13:02:00,Albany Ave @ High St,41.773360600000004,-72.6770652,DOWNTOWN,29,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
3090,2014-02-24,13:14:00,35 NORWICH ST,41.75581260000001,-72.6710411,SHELDON-CHARTER OAK,23,white,female,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Window Tint,W,N,N,M
3098,2014-02-24,13:20:00,100 Pearl St,41.7663459,-72.6748922,DOWNTOWN,35,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,H,O,I
3107,2014-02-24,13:32:00,600 MAIN ST,41.7636438,-72.6730446,DOWNTOWN,53,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,W,N,N,I
3109,2014-02-24,13:40:00,WHITEHEAD WHY,41.758658200000006,-72.6756723,SOUTH GREEN,54,white,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
3111,2014-02-24,13:50:00,WHITEHEAD HWY,41.76131779999999,-72.66966479999998,DOWNTOWN,65,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
3113,2014-02-24,14:00:00,LINNMOORE AT ROGER,41.732189399999996,-72.69976,SOUTH WEST,36,white,female,b786a3506c,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,W
3114,2014-02-24,15:19:00,BROAD AT PARK ST,41.75804829999999,-72.68709190000001,FROG HOLLOW,24,hispanic,male,ce747410a8,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,I
3124,2014-02-24,16:31:00,BROWN AT FRANKLIN,41.7370815,-72.6753277,SOUTH END,23,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
3097,2014-02-24,16:41:00,77 BARBOUR ST,41.7874276,-72.67917969999998,NORTHEAST,65,black,male,47d3cb2a78,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,W
3096,2014-02-24,16:45:00,192 Affleck St,41.75755770000001,-72.6890717,FROG HOLLOW,42,hispanic,male,f0a503c557,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Display of Plates,W,H,N,M
3101,2014-02-24,16:51:00,NEW BRITAIN AT WASHINTON,41.7473563,-72.68326259999998,BARRY SQUARE,23,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
3089,2014-02-24,19:39:00,ALBANY AT VINE,41.7790435,-72.6887194,UPPER ALBANY,21,black,male,263517e7c0,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
3120,2014-02-24,20:31:00,HARTFORD,41.76371109999999,-72.6850932,DOWNTOWN,29,hispanic,female,263517e7c0,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,V
3104,2014-02-24,21:00:00,175 ZION,41.7460381,-72.69427850000001,BEHIND THE ROCKS,53,black,male,c4721a2315,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
3136,2014-02-25,08:28:00,54 Sharon St,41.789582700000004,-72.7009882,BLUE HILLS,43,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,M
3139,2014-02-25,10:38:00,Trumbull St @ Pearl St,41.7663537,-72.67590009999998,DOWNTOWN,38,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,B,N,O,I
3144,2014-02-25,10:42:00,BUCKINGHAM AT JOHN ST,41.760026,-72.6761372,SOUTH GREEN,27,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Registration,W,H,N,M
3142,2014-02-25,10:47:00,2087 Main St,41.7831498,-72.67602159999998,NORTHEAST,35,hispanic,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,M
3153,2014-02-25,11:04:00,MAIN ST AT WINDSOR,41.792064,-72.66872790000001,NORTHEAST,31,black,female,5ff5566d6f,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
3140,2014-02-25,11:20:00,3150 Main St,41.7941695,-72.6632985,NORTHEAST,53,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Registration,B,N,O,I
3130,2014-02-25,11:37:00,MAIN AT PLESEANT,41.771745700000004,-72.6755955,DOWNTOWN,35,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,W,N,N,I
3148,2014-02-25,11:53:00,3150 Main St,41.7941695,-72.6632985,NORTHEAST,40,black,male,df0b54e2c2,Hartford,vehicular,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,probable cause,Registration,B,N,O,M
